0	-82.037155	0.000000	100.628929
1	-82.041199	0.000000	0.000000
2	-82.029083	0.000001	301.886810
3	-82.037155	0.000000	100.628929
4	-82.029083	0.000001	201.257858
5	-82.033119	0.000000	201.257858
6	-82.029083	0.000001	301.886810
7	-82.041199	0.000000	0.000000
8	-82.037155	0.000000	100.628929
9	-82.033119	0.000000	201.257858
10	-78.033760	0.000060	352.201263
11	-80.686661	0.000028	1911.949585
12	-78.597694	0.000068	1006.289368
13	-72.259628	0.000200	201.257858
14	-70.501656	0.000241	352.201263
15	-68.818398	0.000325	100.628929
16	-67.522644	0.000294	855.345886
17	-68.171211	0.000328	352.201263
18	-65.453850	0.000470	352.201263
19	-55.464901	0.001513	100.628929
20	-62.688137	0.000629	301.886810
21	-63.498638	0.000496	805.031433
22	-55.315060	0.001415	150.943405
23	-53.456215	0.001755	100.628929
24	-55.143368	0.001476	352.201263
25	-53.159286	0.001961	201.257858
26	-54.700268	0.001476	704.402527
27	-58.008186	0.001068	452.830200
28	-51.144958	0.002166	452.830200
29	-52.638432	0.002004	352.201263
30	-53.273144	0.001658	955.974792
31	-52.997097	0.001834	905.660400
32	-46.769405	0.003531	553.459106
33	-46.950310	0.003800	402.515717
34	-47.994713	0.003103	855.345886
35	-42.945797	0.006104	301.886810
36	-42.937111	0.005896	352.201263
37	-42.655216	0.006131	201.257858
38	-38.589451	0.009415	201.257858
39	-33.598694	0.016353	301.886810
40	-32.169434	0.020529	251.572342
41	-31.613081	0.022785	352.201263
42	-31.933357	0.019839	553.459106
43	-28.504757	0.031189	251.572342
44	-28.037258	0.031419	452.830200
45	-28.508986	0.032437	352.201263
46	-29.484892	0.026945	402.515717
47	-30.764891	0.024632	251.572342
48	-31.506199	0.023048	503.144684
49	-32.339386	0.020697	352.201263
50	-34.072994	0.016612	352.201263
51	-31.977362	0.022941	251.572342
52	-31.867294	0.020950	402.515717
53	-31.509525	0.021158	402.515717
54	-28.238134	0.030083	452.830200
55	-26.902155	0.037095	402.515717
56	-24.875355	0.045945	553.459106
57	-24.424793	0.053233	251.572342
58	-25.078918	0.044100	452.830200
59	-26.256161	0.038943	352.201263
60	-24.275812	0.051589	251.572342
61	-26.848597	0.040017	352.201263
62	-23.838547	0.058296	251.572342
63	-26.868023	0.038806	352.201263
64	-22.227703	0.065687	352.201263
65	-22.808872	0.058764	352.201263
66	-23.419369	0.059803	251.572342
67	-25.459492	0.044961	352.201263
68	-24.969524	0.047567	352.201263
69	-25.035145	0.047765	301.886810
70	-27.139954	0.039211	301.886810
71	-25.279724	0.048489	251.572342
72	-26.588806	0.035813	654.088074
73	-27.323845	0.035053	251.572342
74	-27.230459	0.038745	452.830200
75	-24.001793	0.057151	251.572342
76	-22.923296	0.065089	251.572342
77	-22.067142	0.072549	251.572342
78	-23.710693	0.059132	251.572342
79	-23.653872	0.056308	251.572342
80	-22.073835	0.068232	251.572342
81	-22.742390	0.064986	251.572342
82	-23.797132	0.057323	251.572342
83	-25.714296	0.044177	251.572342
84	-26.781971	0.037367	251.572342
85	-29.624037	0.027154	553.459106
86	-28.488514	0.031705	402.515717
87	-21.886339	0.069091	352.201263
88	-20.652981	0.079277	503.144684
89	-20.405281	0.080807	352.201263
90	-18.438448	0.102092	402.515717
91	-18.033047	0.106738	503.144684
92	-18.330496	0.100311	503.144684
93	-18.600941	0.097159	352.201263
94	-17.081343	0.116501	452.830200
95	-17.602510	0.108228	553.459106
96	-17.541376	0.106606	503.144684
97	-16.714855	0.115277	503.144684
98	-16.521299	0.121940	603.773621
99	-14.025056	0.169211	553.459106
100	-16.221262	0.128727	553.459106
101	-15.711796	0.134843	402.515717
102	-15.068226	0.144424	452.830200
103	-14.362592	0.158945	452.830200
104	-16.219248	0.126399	603.773621
105	-15.807261	0.129841	754.716980
106	-16.746130	0.111966	754.716980
107	-21.268950	0.071170	855.345886
108	-21.794168	0.068222	503.144684
109	-23.610279	0.054945	654.088074
110	-23.788271	0.048438	754.716980
111	-29.851742	0.026351	704.402527
112	-33.969864	0.015931	855.345886
113	-37.323746	0.010536	704.402527
114	-36.075474	0.011570	805.031433
115	-36.770767	0.012165	452.830200
116	-36.527328	0.012038	402.515717
117	-39.212421	0.008285	654.088074
118	-36.739925	0.010764	251.572342
119	-36.413315	0.011150	352.201263
120	-38.852383	0.009266	452.830200
121	-36.324898	0.013440	100.628929
122	-39.167980	0.009905	150.943405
123	-40.119976	0.008188	352.201263
124	-38.877686	0.009365	251.572342
125	-44.061775	0.005170	452.830200
126	-40.686543	0.007569	503.144684
127	-41.795132	0.006326	654.088074
128	-39.311214	0.009991	100.628929
129	-42.570766	0.006218	553.459106
130	-39.538609	0.008907	503.144684
131	-44.489967	0.004946	1106.918213
132	-42.936283	0.005852	805.031433
133	-41.905884	0.006035	905.660400
134	-35.264866	0.014084	1006.289368
135	-33.846535	0.016776	1006.289368
136	-35.474762	0.013747	805.031433
137	-33.787907	0.015669	2716.981201
138	-34.962894	0.013469	2666.666748
139	-35.570930	0.013253	2314.465576
140	-34.307156	0.015781	1761.006226
141	-34.273933	0.015169	2817.610107
142	-34.884808	0.014594	2666.666748
143	-38.249882	0.009731	1257.861572
144	-40.839928	0.007512	1207.547241
145	-36.952831	0.011909	603.773621
146	-25.470591	0.044575	301.886810
147	-24.293066	0.054589	251.572342
148	-27.134809	0.036909	251.572342
149	-30.244381	0.025013	201.257858
150	-33.213264	0.017788	251.572342
151	-35.670841	0.013146	301.886810
152	-40.661572	0.007123	452.830200
153	-36.366180	0.010853	754.716980
154	-38.934505	0.009261	452.830200
155	-34.571598	0.015508	754.716980
156	-30.414995	0.021039	603.773621
157	-19.942684	0.078323	452.830200
158	-17.019552	0.113406	452.830200
159	-17.150528	0.116287	553.459106
160	-16.518932	0.124675	452.830200
161	-16.998777	0.114193	503.144684
162	-16.260374	0.126281	553.459106
163	-16.633652	0.125757	503.144684
164	-19.715443	0.084089	402.515717
165	-20.727020	0.079936	251.572342
166	-21.520576	0.065658	704.402527
167	-25.888624	0.039457	603.773621
168	-24.466164	0.051550	100.628929
169	-23.838137	0.051037	251.572342
170	-27.286404	0.038297	100.628929
171	-24.061218	0.055387	301.886810
172	-28.997450	0.029285	704.402527
173	-29.432888	0.027541	1308.176147
174	-25.166014	0.047127	251.572342
175	-23.391993	0.053369	352.201263
176	-23.062620	0.058766	402.515717
177	-21.551821	0.072403	201.257858
178	-22.247107	0.063742	352.201263
179	-21.767006	0.065644	553.459106
180	-21.371473	0.068056	452.830200
181	-20.827177	0.076571	452.830200
182	-21.293089	0.071536	452.830200
183	-28.376431	0.028752	251.572342
184	-29.696026	0.029380	100.628929
185	-29.968313	0.025189	402.515717
186	-26.014757	0.039198	603.773621
187	-24.963240	0.045480	603.773621
188	-22.216112	0.063620	452.830200
189	-21.646132	0.071474	452.830200
190	-22.332331	0.063693	452.830200
191	-22.412682	0.059499	754.716980
192	-23.249519	0.056786	503.144684
193	-23.417303	0.054691	553.459106
194	-22.259544	0.063560	553.459106
195	-21.854200	0.064486	603.773621
196	-21.659889	0.068371	503.144684
197	-21.029812	0.070676	654.088074
